ID,Product ID,Cost Price,Selling Price,Discount,Quantity,Quarters,Year,Month,Day,Date
149,1,100,120,5.53,7,1,2020,2,7,2/7/2020
150,2,200,240,6.87,1,1,2020,2,7,2/7/2020
151,3,300,360,5.3,6,1,2020,2,7,2/7/2020
152,4,400,480,10.22,9,1,2020,2,7,2/7/2020
153,1,100,120,13.74,9,1,2020,2,8,2/8/2020
154,2,200,240,9.72,9,1,2020,2,8,2/8/2020
155,3,300,360,14.42,2,1,2020,2,8,2/8/2020
156,4,400,480,14.35,9,1,2020,2,8,2/8/2020
157,1,100,120,14.85,7,1,2020,2,9,2/9/2020
158,2,200,240,11.81,4,1,2020,2,9,2/9/2020
159,3,300,360,12,7,1,2020,2,9,2/9/2020
160,4,400,480,12.7,4,1,2020,2,9,2/9/2020
161,1,100,120,11.26,2,1,2020,2,10,2/10/2020
162,2,200,240,12.63,4,1,2020,2,10,2/10/2020
163,3,300,360,11.66,6,1,2020,2,10,2/10/2020
164,4,400,480,5.15,6,1,2020,2,10,2/10/2020
165,1,100,120,13.42,7,1,2020,2,11,2/11/2020
166,2,200,240,13.2,3,1,2020,2,11,2/11/2020
167,3,300,360,14.19,8,1,2020,2,11,2/11/2020
168,4,400,480,11.07,6,1,2020,2,11,2/11/2020
169,1,100,120,10.6,7,1,2020,2,12,2/12/2020
170,2,200,240,13.36,8,1,2020,2,12,2/12/2020
171,3,300,360,5.42,5,1,2020,2,12,2/12/2020
172,4,400,480,9.71,9,1,2020,2,12,2/12/2020
173,1,100,120,11.84,8,1,2020,2,13,2/13/2020
174,2,200,240,11.31,7,1,2020,2,13,2/13/2020
175,3,300,360,11.12,9,1,2020,2,13,2/13/2020
176,4,400,480,6.57,1,1,2020,2,13,2/13/2020
177,1,100,120,7.77,8,1,2020,2,14,2/14/2020
178,2,200,240,8.23,7,1,2020,2,14,2/14/2020
179,3,300,360,12.17,2,1,2020,2,14,2/14/2020
180,4,400,480,7.86,1,1,2020,2,14,2/14/2020
181,1,100,120,9.3,3,1,2020,2,15,2/15/2020
182,2,200,240,6.88,1,1,2020,2,15,2/15/2020
183,3,300,360,11.3,4,1,2020,2,15,2/15/2020
184,4,400,480,5.94,8,1,2020,2,15,2/15/2020
185,1,100,120,5.24,8,1,2020,2,16,2/16/2020
186,2,200,240,12.28,5,1,2020,2,16,2/16/2020
187,3,300,360,12.36,6,1,2020,2,16,2/16/2020
188,4,400,480,11.19,8,1,2020,2,16,2/16/2020
189,1,100,120,5.52,6,1,2020,2,17,2/17/2020
190,2,200,240,11.18,5,1,2020,2,17,2/17/2020
191,3,300,360,6.1,5,1,2020,2,17,2/17/2020
192,4,400,480,11.45,3,1,2020,2,17,2/17/2020
193,1,100,120,12,2,1,2020,2,18,2/18/2020
194,2,200,240,8.12,6,1,2020,2,18,2/18/2020
195,3,300,360,14.17,8,1,2020,2,18,2/18/2020
196,4,400,480,11.88,9,1,2020,2,18,2/18/2020
197,1,100,120,14.62,2,1,2020,2,19,2/19/2020
198,2,200,240,7.78,9,1,2020,2,19,2/19/2020
199,3,300,360,8.75,1,1,2020,2,19,2/19/2020
200,4,400,480,14.28,4,1,2020,2,19,2/19/2020
201,1,100,120,6.64,5,1,2020,2,20,2/20/2020
202,2,200,240,10.72,1,1,2020,2,20,2/20/2020
203,3,300,360,13.24,4,1,2020,2,20,2/20/2020
204,4,400,480,10.29,1,1,2020,2,20,2/20/2020
205,1,100,120,11.27,6,1,2020,2,21,2/21/2020
206,2,200,240,11.18,4,1,2020,2,21,2/21/2020
207,3,300,360,6.56,8,1,2020,2,21,2/21/2020
208,4,400,480,11.24,7,1,2020,2,21,2/21/2020
209,1,100,120,9.15,3,1,2020,2,22,2/22/2020
210,2,200,240,12.59,9,1,2020,2,22,2/22/2020
211,3,300,360,5.83,7,1,2020,2,22,2/22/2020
212,4,400,480,12.43,3,1,2020,2,22,2/22/2020
213,1,100,120,14.28,5,1,2020,2,23,2/23/2020
214,2,200,240,8.27,7,1,2020,2,23,2/23/2020
215,3,300,360,8.59,8,1,2020,2,23,2/23/2020
216,4,400,480,5.27,6,1,2020,2,23,2/23/2020
217,1,100,120,12.08,4,1,2020,2,24,2/24/2020
218,2,200,240,9.28,1,1,2020,2,24,2/24/2020
219,3,300,360,14.94,4,1,2020,2,24,2/24/2020
220,4,400,480,13.72,7,1,2020,2,24,2/24/2020
221,1,100,120,11.89,7,1,2020,2,25,2/25/2020
222,2,200,240,13.81,5,1,2020,2,25,2/25/2020
223,3,300,360,5.47,6,1,2020,2,25,2/25/2020
224,4,400,480,14.03,7,1,2020,2,25,2/25/2020
225,1,100,120,9.67,3,1,2020,2,26,2/26/2020
226,2,200,240,5.58,1,1,2020,2,26,2/26/2020
227,3,300,360,5.95,9,1,2020,2,26,2/26/2020
228,4,400,480,14.18,3,1,2020,2,26,2/26/2020
229,1,100,120,7.71,1,1,2020,2,27,2/27/2020
230,2,200,240,12.08,1,1,2020,2,27,2/27/2020
231,3,300,360,6.65,2,1,2020,2,27,2/27/2020
232,4,400,480,10.14,9,1,2020,2,27,2/27/2020
233,1,100,120,14.11,4,1,2020,2,28,2/28/2020
234,2,200,240,13.32,3,1,2020,2,28,2/28/2020
235,3,300,360,10.06,3,1,2020,2,28,2/28/2020
236,4,400,480,11.02,1,1,2020,2,28,2/28/2020
237,1,100,120,10.82,4,1,2020,2,29,2/29/2020
238,2,200,240,6.08,1,1,2020,2,29,2/29/2020
239,3,300,360,7.72,4,1,2020,2,29,2/29/2020
240,4,400,480,8.21,5,1,2020,2,29,2/29/2020
241,1,100,120,13.56,2,1,2020,3,1,3/1/2020
242,2,200,240,12.2,6,1,2020,3,1,3/1/2020
243,3,300,360,11.21,1,1,2020,3,1,3/1/2020
244,4,400,480,11.74,3,1,2020,3,1,3/1/2020
245,1,100,120,5.64,4,1,2020,3,2,3/2/2020
246,2,200,240,5.91,7,1,2020,3,2,3/2/2020
247,3,300,360,9.59,2,1,2020,3,2,3/2/2020
248,4,400,480,10.48,3,1,2020,3,2,3/2/2020
249,1,100,120,14.24,4,1,2020,3,3,3/3/2020
250,2,200,240,7.1,3,1,2020,3,3,3/3/2020
251,3,300,360,9.79,5,1,2020,3,3,3/3/2020
252,4,400,480,13.87,6,1,2020,3,3,3/3/2020
253,1,100,120,9.96,4,1,2020,3,4,3/4/2020
254,2,200,240,5.3,9,1,2020,3,4,3/4/2020
255,3,300,360,5.28,7,1,2020,3,4,3/4/2020
256,4,400,480,10.73,8,1,2020,3,4,3/4/2020
257,1,100,120,6.88,2,1,2020,3,5,3/5/2020
258,2,200,240,10.38,5,1,2020,3,5,3/5/2020
259,3,300,360,9.84,3,1,2020,3,5,3/5/2020
260,4,400,480,12.32,5,1,2020,3,5,3/5/2020
261,1,100,120,11.14,1,1,2020,3,6,3/6/2020
262,2,200,240,9.77,4,1,2020,3,6,3/6/2020
263,3,300,360,14.58,8,1,2020,3,6,3/6/2020
264,4,400,480,7.67,8,1,2020,3,6,3/6/2020
265,1,100,120,10.89,2,1,2020,3,7,3/7/2020
266,2,200,240,5.46,5,1,2020,3,7,3/7/2020
267,3,300,360,5.33,8,1,2020,3,7,3/7/2020
268,4,400,480,5.56,9,1,2020,3,7,3/7/2020
269,1,100,120,12.87,2,1,2020,3,8,3/8/2020
270,2,200,240,10.59,7,1,2020,3,8,3/8/2020
271,3,300,360,11.14,1,1,2020,3,8,3/8/2020
272,4,400,480,5.18,3,1,2020,3,8,3/8/2020
273,1,100,120,7.31,2,1,2020,3,9,3/9/2020
274,2,200,240,9.09,7,1,2020,3,9,3/9/2020
275,3,300,360,12.91,9,1,2020,3,9,3/9/2020
276,4,400,480,14.71,7,1,2020,3,9,3/9/2020
277,1,100,120,13.89,6,1,2020,3,10,3/10/2020
278,2,200,240,6.44,1,1,2020,3,10,3/10/2020
279,3,300,360,14.69,1,1,2020,3,10,3/10/2020
280,4,400,480,11.31,4,1,2020,3,10,3/10/2020
281,1,100,120,6.57,5,1,2020,3,11,3/11/2020
282,2,200,240,7.2,6,1,2020,3,11,3/11/2020
283,3,300,360,5.33,1,1,2020,3,11,3/11/2020
284,4,400,480,6.67,6,1,2020,3,11,3/11/2020
285,1,100,120,10.23,7,1,2020,3,12,3/12/2020
286,2,200,240,11.5,9,1,2020,3,12,3/12/2020
287,3,300,360,8.18,3,1,2020,3,12,3/12/2020
288,4,400,480,14.09,8,1,2020,3,12,3/12/2020
289,1,100,120,14.7,9,1,2020,3,13,3/13/2020
290,2,200,240,9.69,8,1,2020,3,13,3/13/2020
291,3,300,360,8.81,8,1,2020,3,13,3/13/2020
292,4,400,480,8.75,8,1,2020,3,13,3/13/2020
293,1,100,120,5.19,8,1,2020,3,14,3/14/2020
294,2,200,240,12.44,7,1,2020,3,14,3/14/2020
295,3,300,360,5.79,5,1,2020,3,14,3/14/2020
296,4,400,480,9.75,4,1,2020,3,14,3/14/2020
297,1,100,120,12.05,5,1,2020,3,15,3/15/2020
298,2,200,240,9.48,2,1,2020,3,15,3/15/2020
299,3,300,360,5.21,3,1,2020,3,15,3/15/2020
300,4,400,480,5.27,9,1,2020,3,15,3/15/2020
301,1,100,120,7.94,4,1,2020,3,16,3/16/2020
302,2,200,240,7.49,7,1,2020,3,16,3/16/2020
303,3,300,360,5.28,2,1,2020,3,16,3/16/2020
304,4,400,480,9.9,6,1,2020,3,16,3/16/2020
305,1,100,120,7.51,5,1,2020,3,17,3/17/2020
306,2,200,240,9.96,2,1,2020,3,17,3/17/2020
307,3,300,360,5.27,9,1,2020,3,17,3/17/2020
308,4,400,480,12.74,2,1,2020,3,17,3/17/2020
309,1,100,120,11.85,8,1,2020,3,18,3/18/2020
310,2,200,240,8.1,9,1,2020,3,18,3/18/2020
311,3,300,360,13.01,5,1,2020,3,18,3/18/2020
312,4,400,480,13.38,1,1,2020,3,18,3/18/2020
313,1,100,120,5.79,1,1,2020,3,19,3/19/2020
314,2,200,240,12.1,1,1,2020,3,19,3/19/2020
315,3,300,360,12.32,4,1,2020,3,19,3/19/2020
316,4,400,480,7.01,4,1,2020,3,19,3/19/2020
317,1,100,120,14.93,7,1,2020,3,20,3/20/2020
318,2,200,240,10.66,1,1,2020,3,20,3/20/2020
319,3,300,360,14.14,9,1,2020,3,20,3/20/2020
320,4,400,480,11.34,2,1,2020,3,20,3/20/2020
321,1,100,120,14.09,3,1,2020,3,21,3/21/2020
322,2,200,240,10.39,7,1,2020,3,21,3/21/2020
323,3,300,360,13.98,5,1,2020,3,21,3/21/2020
324,4,400,480,12.22,1,1,2020,3,21,3/21/2020
325,1,100,120,13.2,2,1,2020,3,22,3/22/2020
326,2,200,240,10.08,2,1,2020,3,22,3/22/2020
327,3,300,360,7.93,9,1,2020,3,22,3/22/2020
328,4,400,480,13.57,5,1,2020,3,22,3/22/2020
329,1,100,120,6.84,4,1,2020,3,23,3/23/2020
330,2,200,240,9.78,2,1,2020,3,23,3/23/2020
331,3,300,360,5.16,4,1,2020,3,23,3/23/2020
332,4,400,480,5.53,8,1,2020,3,23,3/23/2020
333,1,100,120,14.4,4,1,2020,3,24,3/24/2020
334,2,200,240,10.69,6,1,2020,3,24,3/24/2020
335,3,300,360,14.81,1,1,2020,3,24,3/24/2020
336,4,400,480,11.34,5,1,2020,3,24,3/24/2020
337,1,100,120,8.48,1,1,2020,3,25,3/25/2020
338,2,200,240,7.62,3,1,2020,3,25,3/25/2020
339,3,300,360,10.12,6,1,2020,3,25,3/25/2020
340,4,400,480,8.28,4,1,2020,3,25,3/25/2020
341,1,100,120,8.82,9,1,2020,3,26,3/26/2020
342,2,200,240,7.42,5,1,2020,3,26,3/26/2020
343,3,300,360,13.92,4,1,2020,3,26,3/26/2020
344,4,400,480,5.5,7,1,2020,3,26,3/26/2020
345,1,100,120,14.79,6,1,2020,3,27,3/27/2020
346,2,200,240,13.06,6,1,2020,3,27,3/27/2020
347,3,300,360,11.21,3,1,2020,3,27,3/27/2020
348,4,400,480,13.52,2,1,2020,3,27,3/27/2020
349,1,100,120,5.2,1,1,2020,3,28,3/28/2020
350,2,200,240,6.05,5,1,2020,3,28,3/28/2020
351,3,300,360,5.91,6,1,2020,3,28,3/28/2020
352,4,400,480,8.02,8,1,2020,3,28,3/28/2020
353,1,100,120,13.47,7,1,2020,3,29,3/29/2020
354,2,200,240,13.76,4,1,2020,3,29,3/29/2020
355,3,300,360,11.97,1,1,2020,3,29,3/29/2020
356,4,400,480,9.54,5,1,2020,3,29,3/29/2020
357,1,100,120,6.4,3,1,2020,3,30,3/30/2020
358,2,200,240,5.63,8,1,2020,3,30,3/30/2020
359,3,300,360,12.18,2,1,2020,3,30,3/30/2020
360,4,400,480,10.85,5,1,2020,3,30,3/30/2020
361,1,100,120,13.58,7,1,2020,3,31,3/31/2020
362,2,200,240,10.03,6,1,2020,3,31,3/31/2020
363,3,300,360,6.08,6,1,2020,3,31,3/31/2020
364,4,400,480,6.92,8,1,2020,3,31,3/31/2020
365,1,100,120,10.13,6,2,2020,4,1,4/1/2020
366,2,200,240,9.5,8,2,2020,4,1,4/1/2020
367,3,300,360,13.84,2,2,2020,4,1,4/1/2020
368,4,400,480,14.3,1,2,2020,4,1,4/1/2020
369,1,100,120,8.04,9,2,2020,4,2,4/2/2020
370,2,200,240,7.47,4,2,2020,4,2,4/2/2020
371,3,300,360,5.3,1,2,2020,4,2,4/2/2020
372,4,400,480,10.95,7,2,2020,4,2,4/2/2020
373,1,100,120,12.23,8,2,2020,4,3,4/3/2020
374,2,200,240,13.11,1,2,2020,4,3,4/3/2020
375,3,300,360,5.99,1,2,2020,4,3,4/3/2020
376,4,400,480,11.28,8,2,2020,4,3,4/3/2020
377,1,100,120,12.95,9,2,2020,4,4,4/4/2020
378,2,200,240,9.16,1,2,2020,4,4,4/4/2020
379,3,300,360,5.88,3,2,2020,4,4,4/4/2020
380,4,400,480,13.25,5,2,2020,4,4,4/4/2020
381,1,100,120,11.91,5,2,2020,4,5,4/5/2020
382,2,200,240,10.09,9,2,2020,4,5,4/5/2020
383,3,300,360,12.19,1,2,2020,4,5,4/5/2020
384,4,400,480,11.07,4,2,2020,4,5,4/5/2020
385,1,100,120,6.35,8,2,2020,4,6,4/6/2020
386,2,200,240,9.45,4,2,2020,4,6,4/6/2020
387,3,300,360,5.06,9,2,2020,4,6,4/6/2020
388,4,400,480,9.5,2,2,2020,4,6,4/6/2020
389,1,100,120,7.42,9,2,2020,4,7,4/7/2020
390,2,200,240,7.55,3,2,2020,4,7,4/7/2020
391,3,300,360,7.6,6,2,2020,4,7,4/7/2020
392,4,400,480,12.47,8,2,2020,4,7,4/7/2020
393,1,100,120,7.64,6,2,2020,4,8,4/8/2020
394,2,200,240,7.57,1,2,2020,4,8,4/8/2020
395,3,300,360,14.65,5,2,2020,4,8,4/8/2020
396,4,400,480,8.23,2,2,2020,4,8,4/8/2020
397,1,100,120,14.02,9,2,2020,4,9,4/9/2020
398,2,200,240,9.5,2,2,2020,4,9,4/9/2020
399,3,300,360,8.74,3,2,2020,4,9,4/9/2020
400,4,400,480,7.14,3,2,2020,4,9,4/9/2020
401,1,100,120,7.29,6,2,2020,4,10,4/10/2020
402,2,200,240,10,8,2,2020,4,10,4/10/2020
403,3,300,360,11.43,5,2,2020,4,10,4/10/2020
404,4,400,480,13.77,6,2,2020,4,10,4/10/2020
405,1,100,120,11.07,6,2,2020,4,11,4/11/2020
406,2,200,240,11.14,5,2,2020,4,11,4/11/2020
407,3,300,360,5.76,4,2,2020,4,11,4/11/2020
408,4,400,480,7.63,3,2,2020,4,11,4/11/2020
409,1,100,120,7.54,4,2,2020,4,12,4/12/2020
410,2,200,240,6.86,1,2,2020,4,12,4/12/2020
411,3,300,360,8.27,4,2,2020,4,12,4/12/2020
412,4,400,480,14.03,6,2,2020,4,12,4/12/2020
413,1,100,120,8.83,4,2,2020,4,13,4/13/2020
414,2,200,240,13.09,3,2,2020,4,13,4/13/2020
415,3,300,360,5.97,7,2,2020,4,13,4/13/2020
416,4,400,480,5.17,7,2,2020,4,13,4/13/2020
417,1,100,120,11.97,4,2,2020,4,14,4/14/2020
418,2,200,240,11.83,7,2,2020,4,14,4/14/2020
419,3,300,360,10.42,2,2,2020,4,14,4/14/2020
420,4,400,480,11.17,7,2,2020,4,14,4/14/2020
421,1,100,120,7.14,4,2,2020,4,15,4/15/2020
422,2,200,240,6.87,8,2,2020,4,15,4/15/2020
423,3,300,360,10.21,9,2,2020,4,15,4/15/2020
424,4,400,480,7.68,4,2,2020,4,15,4/15/2020
425,1,100,120,8.46,2,2,2020,4,16,4/16/2020
426,2,200,240,14.44,4,2,2020,4,16,4/16/2020
427,3,300,360,13.37,4,2,2020,4,16,4/16/2020
428,4,400,480,5.15,5,2,2020,4,16,4/16/2020
429,1,100,120,8.87,7,2,2020,4,17,4/17/2020
430,2,200,240,11.95,7,2,2020,4,17,4/17/2020
431,3,300,360,12.44,1,2,2020,4,17,4/17/2020
432,4,400,480,11.69,2,2,2020,4,17,4/17/2020
433,1,100,120,14.09,8,2,2020,4,18,4/18/2020
434,2,200,240,8.17,4,2,2020,4,18,4/18/2020
435,3,300,360,12.11,5,2,2020,4,18,4/18/2020
436,4,400,480,10.56,6,2,2020,4,18,4/18/2020
437,1,100,120,7.23,5,2,2020,4,19,4/19/2020
438,2,200,240,10.86,5,2,2020,4,19,4/19/2020
439,3,300,360,5.92,2,2,2020,4,19,4/19/2020
440,4,400,480,11.28,2,2,2020,4,19,4/19/2020
441,1,100,120,5.64,3,2,2020,4,20,4/20/2020
442,2,200,240,13.89,5,2,2020,4,20,4/20/2020
443,3,300,360,12.46,7,2,2020,4,20,4/20/2020
444,4,400,480,14.74,2,2,2020,4,20,4/20/2020
445,1,100,120,14.17,3,2,2020,4,21,4/21/2020
446,2,200,240,7.76,9,2,2020,4,21,4/21/2020
447,3,300,360,13.16,6,2,2020,4,21,4/21/2020
448,4,400,480,6.4,4,2,2020,4,21,4/21/2020
449,1,100,120,11.21,1,2,2020,4,22,4/22/2020
450,2,200,240,13.72,5,2,2020,4,22,4/22/2020
451,3,300,360,6.75,1,2,2020,4,22,4/22/2020
452,4,400,480,9,1,2,2020,4,22,4/22/2020
453,1,100,120,13.41,2,2,2020,4,23,4/23/2020
454,2,200,240,7.49,5,2,2020,4,23,4/23/2020
455,3,300,360,9.58,8,2,2020,4,23,4/23/2020
456,4,400,480,8.18,5,2,2020,4,23,4/23/2020
457,1,100,120,13.07,6,2,2020,4,24,4/24/2020
458,2,200,240,12.68,2,2,2020,4,24,4/24/2020
459,3,300,360,13.56,4,2,2020,4,24,4/24/2020
460,4,400,480,14.18,5,2,2020,4,24,4/24/2020
461,1,100,120,7.47,2,2,2020,4,25,4/25/2020
462,2,200,240,9.9,8,2,2020,4,25,4/25/2020
463,3,300,360,7.06,5,2,2020,4,25,4/25/2020
